id_visita,id_delegado,id_medico,fecha
V016124,DEL006,MED1884,2024-04-05
V016484,DEL002,MED1944,2024-04-05
V000409,DEL002,MED0051,2024-04-06
V000541,DEL038,MED0063,2024-04-06
V000945,DEL021,MED0113,2024-04-06
V001131,DEL033,MED0134,2024-04-06
V002255,DEL035,MED0288,2024-04-06
V002908,DEL019,MED0365,2024-04-06
V003907,DEL007,MED0475,2024-04-06
V004740,DEL026,MED0581,2024-04-06
V004999,DEL006,MED0622,2024-04-06
V006281,DEL032,MED0767,2024-04-06
V009887,DEL049,MED1189,2024-04-06
V009947,DEL013,MED1194,2024-04-06
V011128,DEL015,MED1365,2024-04-06
V011428,DEL048,MED1395,2024-04-06
V011565,DEL028,MED1408,2024-04-06
V013404,DEL027,MED1589,2024-04-06
V013526,DEL048,MED1598,2024-04-06
V013874,DEL024,MED1624,2024-04-06
V014236,DEL035,MED1670,2024-04-06
V015948,DEL039,MED1861,2024-04-06
V016879,DEL004,MED1992,2024-04-06
V000035,DEL012,MED0011,2024-04-07
V001385,DEL028,MED0162,2024-04-07
V001926,DEL012,MED0236,2024-04-07
V003768,DEL014,MED0457,2024-04-07
V004457,DEL029,MED0547,2024-04-07
V006100,DEL046,MED0750,2024-04-07
V006585,DEL043,MED0811,2024-04-07
V007790,DEL024,MED0968,2024-04-07
V007987,DEL023,MED0983,2024-04-07
V010033,DEL033,MED1200,2024-04-07
V010832,DEL010,MED1315,2024-04-07
V011531,DEL022,MED1405,2024-04-07
V011969,DEL001,MED1445,2024-04-07
V012770,DEL042,MED1526,2024-04-07
V013564,DEL045,MED1601,2024-04-07
V013760,DEL032,MED1620,2024-04-07
V014788,DEL046,MED1718,2024-04-07
V015357,DEL050,MED1788,2024-04-07
V016460,DEL027,MED1942,2024-04-07
V000731,DEL043,MED0085,2024-04-08
V001012,DEL043,MED0124,2024-04-08
V001115,DEL033,MED0134,2024-04-08
V001582,DEL006,MED0192,2024-04-08
V002948,DEL010,MED0368,2024-04-08
V003598,DEL001,MED0442,2024-04-08
V003706,DEL049,MED0452,2024-04-08
V005275,DEL014,MED0664,2024-04-08
V007139,DEL025,MED0882,2024-04-08
V007173,DEL003,MED0885,2024-04-08
V007564,DEL040,MED0931,2024-04-08
V007628,DEL021,MED0948,2024-04-08
V007725,DEL027,MED0962,2024-04-08
V008908,DEL033,MED1086,2024-04-08
V010074,DEL034,MED1203,2024-04-08
V011435,DEL048,MED1395,2024-04-08
V013799,DEL038,MED1621,2024-04-08
V014422,DEL008,MED1685,2024-04-08
V015390,DEL027,MED1793,2024-04-08
V015736,DEL037,MED1838,2024-04-08
V015947,DEL039,MED1861,2024-04-08
V016511,DEL021,MED1945,2024-04-08
V016587,DEL029,MED1953,2024-04-08
V000211,DEL034,MED0034,2024-04-09
V000534,DEL038,MED0063,2024-04-09
V000996,DEL049,MED0122,2024-04-09
V003999,DEL015,MED0486,2024-04-09
V004171,DEL017,MED0517,2024-04-09
V005449,DEL029,MED0680,2024-04-09
V005664,DEL018,MED0703,2024-04-09
V006199,DEL018,MED0757,2024-04-09
V006502,DEL017,MED0800,2024-04-09
V006715,DEL006,MED0830,2024-04-09
V007313,DEL041,MED0896,2024-04-09
V007384,DEL005,MED0905,2024-04-09
V007461,DEL014,MED0918,2024-04-09
V008346,DEL008,MED1022,2024-04-09
V008758,DEL049,MED1071,2024-04-09
V008961,DEL031,MED1089,2024-04-09
V009633,DEL022,MED1170,2024-04-09
V011608,DEL045,MED1414,2024-04-09
V011628,DEL046,MED1416,2024-04-09
V012032,DEL030,MED1448,2024-04-09
V012476,DEL023,MED1497,2024-04-09
V014378,DEL043,MED1678,2024-04-09
V014632,DEL010,MED1703,2024-04-09
V014750,DEL048,MED1717,2024-04-09
V015084,DEL046,MED1764,2024-04-09
V016370,DEL032,MED1925,2024-04-09
V000835,DEL019,MED0102,2024-04-10
V001761,DEL035,MED0215,2024-04-10
V003655,DEL043,MED0447,2024-04-10
V004232,DEL039,MED0527,2024-04-10
V004510,DEL047,MED0555,2024-04-10
V005118,DEL042,MED0638,2024-04-10
V008329,DEL045,MED1017,2024-04-10
V009699,DEL033,MED1177,2024-04-10
V010300,DEL038,MED1233,2024-04-10
V010620,DEL003,MED1283,2024-04-10
V012824,DEL006,MED1540,2024-04-10
V013547,DEL049,MED1600,2024-04-10
V014501,DEL016,MED1693,2024-04-10
V015529,DEL038,MED1808,2024-04-10
V000071,DEL006,MED0014,2024-04-11
V000516,DEL047,MED0062,2024-04-11
V000752,DEL049,MED0088,2024-04-11
V003467,DEL025,MED0429,2024-04-11
V006069,DEL013,MED0748,2024-04-11
V006862,DEL023,MED0846,2024-04-11
V007827,DEL015,MED0970,2024-04-11
V008747,DEL049,MED1071,2024-04-11
V008777,DEL008,MED1072,2024-04-11
V009330,DEL007,MED1119,2024-04-11
V011825,DEL044,MED1435,2024-04-11
V011911,DEL036,MED1438,2024-04-11
V013901,DEL024,MED1629,2024-04-11
V015772,DEL025,MED1842,2024-04-11
V016817,DEL029,MED1979,2024-04-11
V001324,DEL036,MED0158,2024-04-12
V002520,DEL048,MED0321,2024-04-12
V002652,DEL008,MED0341,2024-04-12
V002845,DEL050,MED0356,2024-04-12
V004225,DEL039,MED0527,2024-04-12
V005522,DEL050,MED0687,2024-04-12
V005722,DEL049,MED0709,2024-04-12
V006387,DEL006,MED0786,2024-04-12
V006472,DEL035,MED0796,2024-04-12
V006575,DEL043,MED0811,2024-04-12
V006671,DEL039,MED0819,2024-04-12
V006711,DEL006,MED0830,2024-04-12
V006989,DEL025,MED0865,2024-04-12
V007228,DEL041,MED0891,2024-04-12
V009471,DEL039,MED1144,2024-04-12
V009568,DEL033,MED1165,2024-04-12
V010192,DEL017,MED1221,2024-04-12
V010388,DEL013,MED1242,2024-04-12
V011355,DEL013,MED1385,2024-04-12
V012554,DEL020,MED1503,2024-04-12
V013518,DEL026,MED1596,2024-04-12
V014263,DEL026,MED1673,2024-04-12
V014276,DEL002,MED1674,2024-04-12
V014471,DEL048,MED1692,2024-04-12
V014664,DEL004,MED1705,2024-04-12
V014799,DEL016,MED1720,2024-04-12
V015191,DEL024,MED1775,2024-04-12
V015632,DEL009,MED1818,2024-04-12
V015881,DEL006,MED1855,2024-04-12
V016156,DEL013,MED1890,2024-04-12
V001772,DEL035,MED0215,2024-04-13
V001882,DEL021,MED0229,2024-04-13
V001976,DEL004,MED0246,2024-04-13
V003432,DEL039,MED0423,2024-04-13
V004079,DEL034,MED0497,2024-04-13
V005399,DEL046,MED0674,2024-04-13
V006996,DEL025,MED0865,2024-04-13
V007900,DEL045,MED0973,2024-04-13
V008195,DEL019,MED1001,2024-04-13
V008504,DEL033,MED1041,2024-04-13
V008656,DEL049,MED1058,2024-04-13
V009849,DEL018,MED1187,2024-04-13
V010001,DEL019,MED1199,2024-04-13
V011817,DEL044,MED1435,2024-04-13
V012758,DEL042,MED1526,2024-04-13
V014431,DEL008,MED1685,2024-04-13
V015653,DEL029,MED1823,2024-04-13
V016322,DEL007,MED1912,2024-04-13
V000126,DEL020,MED0022,2024-04-14
V000466,DEL002,MED0058,2024-04-14
V001521,DEL031,MED0190,2024-04-14
V001770,DEL035,MED0215,2024-04-14
V002273,DEL023,MED0292,2024-04-14
V002291,DEL045,MED0296,2024-04-14
V002539,DEL026,MED0322,2024-04-14
V002916,DEL019,MED0365,2024-04-14
V003241,DEL002,MED0400,2024-04-14
V004124,DEL047,MED0510,2024-04-14
V004308,DEL027,MED0532,2024-04-14
V005714,DEL049,MED0709,2024-04-14
V005762,DEL014,MED0714,2024-04-14
V007002,DEL025,MED0865,2024-04-14
V007121,DEL033,MED0881,2024-04-14
V007519,DEL030,MED0926,2024-04-14
V007992,DEL023,MED0983,2024-04-14
V008339,DEL048,MED1020,2024-04-14
V009410,DEL013,MED1134,2024-04-14
V010357,DEL050,MED1241,2024-04-14
V011180,DEL034,MED1367,2024-04-14
V011326,DEL027,MED1382,2024-04-14
V012552,DEL020,MED1503,2024-04-14
V013185,DEL011,MED1572,2024-04-14
V013374,DEL004,MED1588,2024-04-14
V013610,DEL031,MED1603,2024-04-14
V014968,DEL012,MED1749,2024-04-14
V015302,DEL018,MED1779,2024-04-14
V016001,DEL033,MED1872,2024-04-14
V000087,DEL042,MED0017,2024-04-15
V000243,DEL024,MED0038,2024-04-15
V003205,DEL019,MED0396,2024-04-15
V003964,DEL040,MED0480,2024-04-15
V004222,DEL039,MED0527,2024-04-15
V005033,DEL023,MED0623,2024-04-15
V005455,DEL029,MED0680,2024-04-15
V005776,DEL014,MED0714,2024-04-15
V005846,DEL031,MED0725,2024-04-15
V006156,DEL027,MED0752,2024-04-15
V007988,DEL023,MED0983,2024-04-15
V008695,DEL036,MED1060,2024-04-15
V008855,DEL049,MED1077,2024-04-15
V013065,DEL024,MED1563,2024-04-15
V014802,DEL016,MED1720,2024-04-15
V015254,DEL039,MED1778,2024-04-15
V000418,DEL015,MED0052,2024-04-16
V000470,DEL002,MED0058,2024-04-16
V000920,DEL009,MED0110,2024-04-16
V001125,DEL033,MED0134,2024-04-16
V001293,DEL024,MED0157,2024-04-16
V002585,DEL047,MED0332,2024-04-16
V003138,DEL033,MED0387,2024-04-16
V003615,DEL041,MED0445,2024-04-16
V003620,DEL018,MED0446,2024-04-16
V003777,DEL014,MED0457,2024-04-16
V003842,DEL003,MED0467,2024-04-16
V004035,DEL026,MED0492,2024-04-16
V006793,DEL031,MED0837,2024-04-16
V007757,DEL049,MED0964,2024-04-16
V008537,DEL022,MED1043,2024-04-16
V008647,DEL039,MED1056,2024-04-16
V009251,DEL024,MED1111,2024-04-16
V009829,DEL047,MED1186,2024-04-16
V011823,DEL044,MED1435,2024-04-16
V012701,DEL002,MED1521,2024-04-16
V013527,DEL048,MED1598,2024-04-16
V013711,DEL010,MED1616,2024-04-16
V000889,DEL049,MED0108,2024-04-17
V002955,DEL010,MED0368,2024-04-17
V004339,DEL024,MED0533,2024-04-17
V004490,DEL010,MED0553,2024-04-17
V004506,DEL047,MED0555,2024-04-17
V005186,DEL039,MED0650,2024-04-17
V006131,DEL048,MED0751,2024-04-17
V006759,DEL038,MED0834,2024-04-17
V007150,DEL025,MED0882,2024-04-17
V007308,DEL041,MED0896,2024-04-17
V007897,DEL045,MED0973,2024-04-17
V008533,DEL031,MED1042,2024-04-17
V008663,DEL049,MED1058,2024-04-17
V009236,DEL047,MED1110,2024-04-17
V009684,DEL038,MED1175,2024-04-17
V009859,DEL018,MED1187,2024-04-17
V010208,DEL017,MED1221,2024-04-17
V010530,DEL020,MED1268,2024-04-17
V011208,DEL030,MED1368,2024-04-17
V012584,DEL036,MED1506,2024-04-17
V012892,DEL049,MED1542,2024-04-17
V013076,DEL024,MED1563,2024-04-17
V013109,DEL034,MED1564,2024-04-17
V016152,DEL013,MED1890,2024-04-17
V016250,DEL040,MED1900,2024-04-17
V000536,DEL038,MED0063,2024-04-18
V001357,DEL006,MED0161,2024-04-18
V001532,DEL031,MED0190,2024-04-18
V002332,DEL036,MED0298,2024-04-18
V002662,DEL008,MED0341,2024-04-18
V003985,DEL016,MED0483,2024-04-18
V004380,DEL016,MED0540,2024-04-18
V004591,DEL010,MED0563,2024-04-18
V005051,DEL050,MED0626,2024-04-18
V005986,DEL033,MED0734,2024-04-18
V009534,DEL023,MED1161,2024-04-18
V009991,DEL019,MED1199,2024-04-18
V010129,DEL047,MED1212,2024-04-18
V011346,DEL013,MED1385,2024-04-18
V012139,DEL016,MED1456,2024-04-18
V013141,DEL023,MED1569,2024-04-18
V013149,DEL023,MED1569,2024-04-18
V013217,DEL013,MED1575,2024-04-18
V013442,DEL048,MED1591,2024-04-18
V013794,DEL038,MED1621,2024-04-18
V013860,DEL024,MED1624,2024-04-18
V014489,DEL016,MED1693,2024-04-18
V014727,DEL017,MED1715,2024-04-18
V015205,DEL024,MED1775,2024-04-18
V016636,DEL021,MED1958,2024-04-18
V001026,DEL008,MED0125,2024-04-19
V001862,DEL006,MED0226,2024-04-19
V001896,DEL045,MED0230,2024-04-19
V002334,DEL036,MED0298,2024-04-19
V002560,DEL046,MED0325,2024-04-19
V002844,DEL050,MED0356,2024-04-19
V003745,DEL034,MED0456,2024-04-19
V003762,DEL014,MED0457,2024-04-19
V004366,DEL016,MED0540,2024-04-19
V004668,DEL018,MED0573,2024-04-19
V004725,DEL023,MED0579,2024-04-19
V005009,DEL006,MED0622,2024-04-19
V007203,DEL003,MED0886,2024-04-19
V008968,DEL031,MED1089,2024-04-19
V009052,DEL042,MED1094,2024-04-19
V009726,DEL034,MED1179,2024-04-19
V009767,DEL014,MED1181,2024-04-19
V010131,DEL047,MED1212,2024-04-19
V012385,DEL009,MED1491,2024-04-19
V013277,DEL038,MED1582,2024-04-19
V013981,DEL018,MED1633,2024-04-19
V015427,DEL020,MED1797,2024-04-19
V016210,DEL037,MED1894,2024-04-19
V016474,DEL002,MED1944,2024-04-19
V016713,DEL005,MED1973,2024-04-19
V000719,DEL028,MED0084,2024-04-20
V001518,DEL031,MED0190,2024-04-20
V001941,DEL049,MED0240,2024-04-20
V002469,DEL041,MED0313,2024-04-20
V003707,DEL049,MED0452,2024-04-20
V004295,DEL027,MED0532,2024-04-20
V004303,DEL027,MED0532,2024-04-20
V005716,DEL049,MED0709,2024-04-20
V007576,DEL032,MED0934,2024-04-20
V008062,DEL012,MED0991,2024-04-20
V008726,DEL005,MED1067,2024-04-20
V009520,DEL011,MED1158,2024-04-20
V009671,DEL039,MED1172,2024-04-20
V010006,DEL019,MED1199,2024-04-20
V010133,DEL033,MED1213,2024-04-20
V010178,DEL034,MED1220,2024-04-20
V010839,DEL047,MED1317,2024-04-20
V011406,DEL001,MED1392,2024-04-20
V011527,DEL022,MED1405,2024-04-20
V014214,DEL041,MED1663,2024-04-20
V014997,DEL015,MED1752,2024-04-20
V015138,DEL035,MED1769,2024-04-20
V015251,DEL039,MED1778,2024-04-20
V015690,DEL048,MED1827,2024-04-20
V000349,DEL016,MED0048,2024-04-21
V001228,DEL033,MED0147,2024-04-21
V001352,DEL006,MED0161,2024-04-21
V002648,DEL008,MED0341,2024-04-21
V002986,DEL001,MED0374,2024-04-21
V003105,DEL002,MED0386,2024-04-21
V003316,DEL050,MED0406,2024-04-21
V003690,DEL013,MED0450,2024-04-21
V003846,DEL003,MED0467,2024-04-21
V006906,DEL001,MED0854,2024-04-21
V007875,DEL034,MED0972,2024-04-21
V008631,DEL030,MED1053,2024-04-21
V009928,DEL013,MED1194,2024-04-21
V010044,DEL033,MED1200,2024-04-21
V011614,DEL003,MED1415,2024-04-21
V011694,DEL021,MED1423,2024-04-21
V013422,DEL049,MED1590,2024-04-21
V015366,DEL015,MED1789,2024-04-21
V016378,DEL023,MED1928,2024-04-21
V000268,DEL018,MED0040,2024-04-22
V001003,DEL049,MED0122,2024-04-22
V002216,DEL007,MED0287,2024-04-22
V003429,DEL039,MED0423,2024-04-22
V004125,DEL047,MED0510,2024-04-22
V005222,DEL048,MED0660,2024-04-22
V005728,DEL020,MED0710,2024-04-22
V006268,DEL011,MED0766,2024-04-22
V006407,DEL003,MED0789,2024-04-22
V007549,DEL026,MED0930,2024-04-22
V007694,DEL006,MED0957,2024-04-22
V009753,DEL002,MED1180,2024-04-22
V012199,DEL036,MED1461,2024-04-22
V012213,DEL041,MED1464,2024-04-22
V012507,DEL007,MED1498,2024-04-22
V012526,DEL011,MED1501,2024-04-22
V015289,DEL018,MED1779,2024-04-22
V016451,DEL031,MED1940,2024-04-22
V000358,DEL016,MED0048,2024-04-23
V001612,DEL014,MED0197,2024-04-23
V002733,DEL008,MED0345,2024-04-23
V002840,DEL041,MED0355,2024-04-23
V003109,DEL002,MED0386,2024-04-23
V003469,DEL025,MED0429,2024-04-23
V003815,DEL038,MED0463,2024-04-23
V004027,DEL039,MED0490,2024-04-23
V004592,DEL010,MED0563,2024-04-23
V004837,DEL044,MED0593,2024-04-23
V006976,DEL019,MED0864,2024-04-23
V007083,DEL039,MED0877,2024-04-23
V007470,DEL034,MED0920,2024-04-23
V007663,DEL050,MED0953,2024-04-23
V008581,DEL033,MED1046,2024-04-23
V008714,DEL038,MED1065,2024-04-23
V010650,DEL038,MED1286,2024-04-23
V011655,DEL046,MED1419,2024-04-23
V012954,DEL034,MED1549,2024-04-23
V013043,DEL003,MED1561,2024-04-23
V013494,DEL003,MED1593,2024-04-23
V013563,DEL045,MED1601,2024-04-23
V014631,DEL010,MED1703,2024-04-23
V015066,DEL003,MED1759,2024-04-23
V015503,DEL010,MED1807,2024-04-23
V015686,DEL048,MED1827,2024-04-23
V015823,DEL004,MED1851,2024-04-23
V016519,DEL021,MED1945,2024-04-23
V001317,DEL036,MED0158,2024-04-24
V001843,DEL008,MED0224,2024-04-24
V002013,DEL030,MED0249,2024-04-24
V002388,DEL042,MED0305,2024-04-24
V002828,DEL039,MED0354,2024-04-24
V002911,DEL019,MED0365,2024-04-24
V003810,DEL038,MED0462,2024-04-24
V005308,DEL036,MED0666,2024-04-24
V005721,DEL049,MED0709,2024-04-24
V005849,DEL031,MED0725,2024-04-24
V005850,DEL031,MED0725,2024-04-24
V007233,DEL041,MED0892,2024-04-24
V009138,DEL036,MED1102,2024-04-24
V009597,DEL047,MED1167,2024-04-24
V009895,DEL037,MED1191,2024-04-24
V010779,DEL004,MED1308,2024-04-24
V011116,DEL015,MED1365,2024-04-24
V012666,DEL037,MED1519,2024-04-24
V012765,DEL042,MED1526,2024-04-24
V012998,DEL019,MED1556,2024-04-24
V013035,DEL003,MED1560,2024-04-24
V013335,DEL034,MED1585,2024-04-24
V014222,DEL048,MED1666,2024-04-24
V015134,DEL035,MED1769,2024-04-24
V015532,DEL038,MED1808,2024-04-24
V015535,DEL038,MED1808,2024-04-24
V015802,DEL034,MED1847,2024-04-24
V016481,DEL002,MED1944,2024-04-24
V000302,DEL049,MED0042,2024-04-25
V000368,DEL016,MED0048,2024-04-25
V000612,DEL021,MED0070,2024-04-25
V000791,DEL041,MED0093,2024-04-25
V000875,DEL049,MED0108,2024-04-25
V001122,DEL033,MED0134,2024-04-25
V002293,DEL045,MED0296,2024-04-25
V002328,DEL036,MED0298,2024-04-25
V002462,DEL014,MED0312,2024-04-25
V003879,DEL043,MED0471,2024-04-25
V004082,DEL034,MED0497,2024-04-25
V004508,DEL047,MED0555,2024-04-25
V005036,DEL023,MED0623,2024-04-25
V006792,DEL031,MED0837,2024-04-25
V007840,DEL015,MED0970,2024-04-25
V009055,DEL042,MED1094,2024-04-25
V009424,DEL047,MED1137,2024-04-25
V009846,DEL018,MED1187,2024-04-25
V009970,DEL027,MED1195,2024-04-25
V010295,DEL038,MED1233,2024-04-25
V010929,DEL037,MED1334,2024-04-25
V011068,DEL031,MED1359,2024-04-25
V011640,DEL046,MED1419,2024-04-25
V012200,DEL036,MED1461,2024-04-25
V012398,DEL009,MED1491,2024-04-25
V013053,DEL001,MED1562,2024-04-25
V013121,DEL032,MED1565,2024-04-25
V015626,DEL009,MED1818,2024-04-25
V016515,DEL021,MED1945,2024-04-25
V000928,DEL021,MED0113,2024-04-26
V001802,DEL050,MED0220,2024-04-26
V001863,DEL006,MED0226,2024-04-26
V001868,DEL029,MED0227,2024-04-26
V001905,DEL035,MED0232,2024-04-26
V001936,DEL044,MED0238,2024-04-26
V003003,DEL008,MED0375,2024-04-26
V003228,DEL023,MED0398,2024-04-26
V005062,DEL006,MED0628,2024-04-26
V005565,DEL023,MED0691,2024-04-26
V006068,DEL013,MED0748,2024-04-26
V006294,DEL021,MED0769,2024-04-26
V007123,DEL033,MED0881,2024-04-26
V007614,DEL006,MED0946,2024-04-26
V007978,DEL020,MED0982,2024-04-26
V008356,DEL015,MED1024,2024-04-26
V008454,DEL040,MED1036,2024-04-26
V008984,DEL021,MED1090,2024-04-26
V010004,DEL019,MED1199,2024-04-26
V010924,DEL037,MED1334,2024-04-26
V011515,DEL024,MED1404,2024-04-26
V011935,DEL014,MED1439,2024-04-26
V012080,DEL045,MED1450,2024-04-26
V013903,DEL031,MED1630,2024-04-26
V015849,DEL026,MED1854,2024-04-26
V000137,DEL020,MED0022,2024-04-27
V002156,DEL024,MED0276,2024-04-27
V002656,DEL008,MED0341,2024-04-27
V002657,DEL008,MED0341,2024-04-27
V003555,DEL033,MED0439,2024-04-27
V004621,DEL048,MED0572,2024-04-27
V006355,DEL044,MED0779,2024-04-27
V006785,DEL031,MED0837,2024-04-27
V006954,DEL014,MED0861,2024-04-27
V007147,DEL025,MED0882,2024-04-27
V007927,DEL031,MED0977,2024-04-27
V008553,DEL015,MED1045,2024-04-27
V009780,DEL023,MED1183,2024-04-27
V009899,DEL041,MED1193,2024-04-27
V009980,DEL045,MED1196,2024-04-27
V010568,DEL023,MED1275,2024-04-27
V011213,DEL046,MED1369,2024-04-27
V012046,DEL031,MED1449,2024-04-27
V012309,DEL033,MED1475,2024-04-27
V013651,DEL032,MED1609,2024-04-27
V013898,DEL047,MED1628,2024-04-27
V014190,DEL011,MED1658,2024-04-27
V014272,DEL002,MED1674,2024-04-27
V014427,DEL008,MED1685,2024-04-27
V014545,DEL018,MED1698,2024-04-27
V015765,DEL025,MED1842,2024-04-27
V016222,DEL037,MED1894,2024-04-27
V016292,DEL029,MED1906,2024-04-27
V016432,DEL015,MED1933,2024-04-27
V016712,DEL005,MED1973,2024-04-27
V016893,DEL040,MED1997,2024-04-27
V000532,DEL038,MED0063,2024-04-28
V001207,DEL024,MED0146,2024-04-28
V001588,DEL030,MED0193,2024-04-28
V001705,DEL040,MED0210,2024-04-28
V001981,DEL004,MED0246,2024-04-28
V004455,DEL029,MED0547,2024-04-28
V005571,DEL011,MED0692,2024-04-28
V006138,DEL048,MED0751,2024-04-28
V006638,DEL033,MED0818,2024-04-28
V007874,DEL034,MED0972,2024-04-28
V008933,DEL006,MED1087,2024-04-28
V009776,DEL023,MED1183,2024-04-28
V009934,DEL013,MED1194,2024-04-28
V012337,DEL016,MED1477,2024-04-28
V012748,DEL014,MED1524,2024-04-28
V012857,DEL017,MED1541,2024-04-28
V012915,DEL016,MED1543,2024-04-28
V013392,DEL027,MED1589,2024-04-28
V015342,DEL029,MED1786,2024-04-28
V015769,DEL025,MED1842,2024-04-28
V016385,DEL025,MED1931,2024-04-28
V016637,DEL021,MED1958,2024-04-28
V000133,DEL020,MED0022,2024-05-01
V000270,DEL018,MED0040,2024-05-01
V000748,DEL016,MED0087,2024-05-01
V000818,DEL044,MED0095,2024-05-01
V000845,DEL032,MED0103,2024-05-01
V001070,DEL045,MED0127,2024-05-01
V001489,DEL008,MED0181,2024-05-01
V001765,DEL035,MED0215,2024-05-01
V002587,DEL047,MED0332,2024-05-01
V003908,DEL007,MED0475,2024-05-01
V004307,DEL027,MED0532,2024-05-01
V004357,DEL032,MED0537,2024-05-01
V004753,DEL026,MED0581,2024-05-01
V006956,DEL014,MED0861,2024-05-01
V006958,DEL014,MED0861,2024-05-01
V010041,DEL033,MED1200,2024-05-01
V010781,DEL004,MED1308,2024-05-01
V011155,DEL001,MED1366,2024-05-01
V012215,DEL041,MED1464,2024-05-01
V012884,DEL049,MED1542,2024-05-01
V013508,DEL042,MED1595,2024-05-01
V014146,DEL012,MED1652,2024-05-01
V015720,DEL022,MED1836,2024-05-01
V000240,DEL024,MED0038,2024-05-02
V000777,DEL048,MED0092,2024-05-02
V001133,DEL033,MED0134,2024-05-02
V001734,DEL024,MED0211,2024-05-02
V001942,DEL006,MED0241,2024-05-02
V002437,DEL021,MED0309,2024-05-02
V002572,DEL023,MED0327,2024-05-02
V002894,DEL038,MED0361,2024-05-02
V004277,DEL005,MED0530,2024-05-02
V004458,DEL029,MED0547,2024-05-02
V005356,DEL027,MED0672,2024-05-02
V005634,DEL023,MED0701,2024-05-02
V005802,DEL027,MED0719,2024-05-02
V008713,DEL038,MED1065,2024-05-02
V010193,DEL017,MED1221,2024-05-02
V010263,DEL018,MED1225,2024-05-02
V011349,DEL013,MED1385,2024-05-02
V011710,DEL001,MED1424,2024-05-02
V013542,DEL049,MED1600,2024-05-02
V016404,DEL025,MED1931,2024-05-02
V000460,DEL002,MED0058,2024-05-03
V001464,DEL020,MED0173,2024-05-03
V002626,DEL043,MED0339,2024-05-03
V004297,DEL027,MED0532,2024-05-03
V004792,DEL001,MED0585,2024-05-03
V006474,DEL035,MED0796,2024-05-03
V007096,DEL015,MED0878,2024-05-03
V008700,DEL035,MED1061,2024-05-03
V009332,DEL007,MED1119,2024-05-03
V013362,DEL015,MED1587,2024-05-03
V013622,DEL012,MED1605,2024-05-03
V000322,DEL016,MED0043,2024-05-04
V000661,DEL001,MED0076,2024-05-04
V001455,DEL016,MED0170,2024-05-04
V001792,DEL020,MED0217,2024-05-04
V002981,DEL001,MED0374,2024-05-04
V003071,DEL013,MED0383,2024-05-04
V003733,DEL008,MED0453,2024-05-04
V004968,DEL004,MED0619,2024-05-04
V006445,DEL042,MED0794,2024-05-04
V006674,DEL039,MED0819,2024-05-04
V006940,DEL006,MED0859,2024-05-04
V007029,DEL001,MED0867,2024-05-04
V008541,DEL041,MED1044,2024-05-04
V009936,DEL013,MED1194,2024-05-04
V010556,DEL041,MED1271,2024-05-04
V011055,DEL013,MED1357,2024-05-04
V011405,DEL001,MED1392,2024-05-04
V014380,DEL043,MED1678,2024-05-04
V014751,DEL048,MED1717,2024-05-04
V015525,DEL038,MED1808,2024-05-04
V016395,DEL025,MED1931,2024-05-04
V016703,DEL009,MED1971,2024-05-04
V016831,DEL046,MED1983,2024-05-04
V001764,DEL035,MED0215,2024-05-05
V003441,DEL016,MED0424,2024-05-05
V006041,DEL026,MED0745,2024-05-05
V006343,DEL048,MED0778,2024-05-05
V006990,DEL025,MED0865,2024-05-05
V008193,DEL019,MED1001,2024-05-05
V009509,DEL022,MED1155,2024-05-05
V013126,DEL033,MED1566,2024-05-05
V013127,DEL033,MED1566,2024-05-05
V013274,DEL038,MED1582,2024-05-05
V013920,DEL013,MED1631,2024-05-05
V013940,DEL003,MED1632,2024-05-05
V013979,DEL018,MED1633,2024-05-05
V015085,DEL046,MED1764,2024-05-05
V015304,DEL018,MED1779,2024-05-05
V015350,DEL035,MED1787,2024-05-05
V015560,DEL041,MED1809,2024-05-05
V015591,DEL035,MED1812,2024-05-05
V016067,DEL001,MED1876,2024-05-05
V016838,DEL001,MED1984,2024-05-05
V000098,DEL023,MED0019,2024-05-06
V000590,DEL022,MED0069,2024-05-06
V002191,DEL004,MED0282,2024-05-06
V002193,DEL004,MED0282,2024-05-06
V002448,DEL043,MED0310,2024-05-06
V002625,DEL043,MED0339,2024-05-06
V002956,DEL010,MED0368,2024-05-06
V003352,DEL023,MED0408,2024-05-06
V005444,DEL029,MED0680,2024-05-06
V005476,DEL004,MED0681,2024-05-06
V006291,DEL021,MED0769,2024-05-06
V007571,DEL009,MED0933,2024-05-06
V008498,DEL033,MED1041,2024-05-06
V008532,DEL031,MED1042,2024-05-06
V010091,DEL030,MED1206,2024-05-06
V010908,DEL034,MED1328,2024-05-06
V011387,DEL016,MED1387,2024-05-06
V011990,DEL021,MED1446,2024-05-06
V012713,DEL002,MED1521,2024-05-06
V013073,DEL024,MED1563,2024-05-06
V013248,DEL047,MED1577,2024-05-06
V013989,DEL018,MED1633,2024-05-06
V014703,DEL014,MED1712,2024-05-06
V015016,DEL049,MED1756,2024-05-06
V015735,DEL037,MED1838,2024-05-06
V016026,DEL017,MED1875,2024-05-06
V016227,DEL037,MED1894,2024-05-06
V000371,DEL016,MED0048,2024-05-07
V001004,DEL049,MED0122,2024-05-07
V001179,DEL015,MED0140,2024-05-07
V002690,DEL030,MED0342,2024-05-07
V002729,DEL008,MED0345,2024-05-07
V003904,DEL007,MED0475,2024-05-07
V004030,DEL022,MED0491,2024-05-07
