id_medico,mes,unidades_categoria,unidades_producto
MED0529,2024-02,373,46
MED0529,2024-03,390,59
MED0529,2024-04,405,49
MED0529,2024-05,308,49
MED0529,2024-06,342,48
MED0529,2024-07,332,44
MED0529,2024-08,402,52
MED0529,2024-09,303,40
MED0529,2024-10,258,37
MED0529,2024-11,316,41
MED0529,2024-12,304,49
MED0529,2025-01,372,61
MED0529,2025-02,445,81
MED0529,2025-03,337,57
MED0529,2025-04,375,67
MED0529,2025-05,415,60
MED0529,2025-06,366,67
MED0529,2025-07,436,75
MED0529,2025-08,353,61
MED0529,2025-09,344,60
MED0529,2025-10,379,75
MED0529,2025-11,353,49
MED0529,2025-12,271,38
MED0530,2024-01,619,158
MED0530,2024-02,720,182
MED0530,2024-03,689,173
MED0530,2024-04,710,155
MED0530,2024-05,732,192
MED0530,2024-06,548,129
MED0530,2024-07,792,181
MED0530,2024-08,710,191
MED0530,2024-09,683,139
MED0530,2024-10,619,150
MED0530,2024-11,621,155
MED0530,2024-12,704,180
MED0530,2025-01,661,171
MED0530,2025-02,721,171
MED0530,2025-03,620,162
MED0530,2025-04,717,158
MED0530,2025-05,653,159
MED0530,2025-06,613,145
MED0530,2025-07,677,165
MED0530,2025-08,755,189
MED0530,2025-09,594,147
MED0530,2025-10,664,179
MED0530,2025-11,592,152
MED0530,2025-12,670,189
MED0531,2024-01,140,18
MED0531,2024-02,159,22
MED0531,2024-03,138,19
MED0531,2024-04,161,23
MED0531,2024-05,191,26
MED0531,2024-06,146,21
MED0531,2024-07,129,16
MED0531,2024-08,138,19
MED0531,2024-09,161,23
MED0531,2024-10,121,18
MED0531,2024-11,133,22
MED0531,2024-12,137,21
MED0531,2025-01,145,27
MED0531,2025-02,129,26
MED0531,2025-03,164,30
MED0531,2025-04,137,27
MED0531,2025-05,133,25
MED0531,2025-06,155,29
MED0531,2025-07,143,27
MED0531,2025-08,140,28
MED0531,2025-09,133,25
MED0531,2025-10,137,28
MED0531,2025-11,140,24
MED0531,2025-12,136,31
MED0532,2024-01,813,220
MED0532,2024-02,1105,321
MED0532,2024-03,1005,233
MED0532,2024-04,1106,290
MED0532,2024-05,1127,332
MED0532,2024-06,1076,286
MED0532,2024-07,925,231
MED0532,2024-08,850,219
MED0532,2024-09,880,238
MED0532,2024-10,977,257
MED0532,2024-11,1021,297
MED0532,2024-12,885,243
MED0532,2025-01,1116,310
MED0532,2025-02,1047,281
MED0532,2025-03,983,266
MED0532,2025-04,1260,349
MED0532,2025-05,988,255
MED0532,2025-06,1011,254
MED0532,2025-07,1048,279
MED0532,2025-08,910,279
MED0532,2025-09,870,189
MED0532,2025-10,816,216
MED0532,2025-11,853,207
MED0532,2025-12,826,247
MED0533,2024-01,243,48
MED0533,2024-02,274,53
MED0533,2024-03,281,62
MED0533,2024-04,261,54
MED0533,2024-05,284,57
MED0533,2024-06,295,70
MED0533,2024-07,267,67
MED0533,2024-08,282,53
MED0533,2024-09,272,58
MED0533,2024-10,255,52
MED0533,2024-11,245,48
MED0533,2024-12,262,51
MED0533,2025-01,240,46
MED0533,2025-02,293,64
MED0533,2025-03,319,72
MED0533,2025-04,344,67
MED0533,2025-05,282,69
MED0533,2025-06,253,53
MED0533,2025-07,314,72
MED0533,2025-08,274,56
MED0533,2025-09,242,48
MED0533,2025-10,285,53
MED0533,2025-11,273,66
MED0533,2025-12,282,67
MED0534,2024-01,485,115
MED0534,2024-02,524,114
MED0534,2024-03,458,84
MED0534,2024-04,435,94
MED0534,2024-05,506,121
MED0534,2024-06,447,91
MED0534,2024-07,469,99
MED0534,2024-08,502,124
MED0534,2024-09,446,96
MED0534,2024-10,548,122
MED0534,2024-11,441,104
MED0534,2024-12,427,96
MED0534,2025-01,537,100
MED0534,2025-02,496,83
MED0534,2025-03,421,90
MED0534,2025-04,345,57
MED0534,2025-05,477,101
MED0534,2025-06,512,84
MED0534,2025-07,455,94
MED0534,2025-08,400,80
MED0534,2025-09,420,85
MED0534,2025-10,429,88
MED0534,2025-11,356,73
MED0534,2025-12,443,91
MED0535,2024-01,128,15
MED0535,2024-02,135,15
MED0535,2024-03,149,19
MED0535,2024-04,146,21
MED0535,2024-05,137,19
MED0535,2024-06,124,14
MED0535,2024-07,116,16
MED0535,2024-08,126,15
MED0535,2024-09,115,15
MED0535,2024-10,127,16
MED0535,2024-11,125,16
MED0535,2024-12,114,14
MED0535,2025-01,140,17
MED0535,2025-02,122,17
MED0535,2025-03,113,13
MED0535,2025-04,135,14
MED0535,2025-05,141,20
MED0535,2025-06,155,19
MED0535,2025-07,110,13
MED0535,2025-08,129,18
MED0535,2025-09,149,21
MED0535,2025-10,127,14
MED0535,2025-11,121,16
MED0535,2025-12,136,16
MED0536,2024-01,140,30
MED0536,2024-02,158,32
MED0536,2024-03,165,32
MED0536,2024-04,136,28
MED0536,2024-05,138,28
MED0536,2024-06,167,36
MED0536,2024-07,143,26
MED0536,2024-08,138,31
MED0536,2024-09,127,24
MED0536,2024-10,114,20
MED0536,2024-11,132,24
MED0536,2024-12,129,26
MED0536,2025-01,124,23
MED0536,2025-02,135,22
MED0536,2025-03,131,25
MED0536,2025-04,141,23
MED0536,2025-05,117,21
MED0536,2025-06,148,24
MED0536,2025-07,133,23
MED0536,2025-08,137,26
MED0536,2025-09,127,24
MED0536,2025-10,134,24
MED0536,2025-11,127,27
MED0536,2025-12,155,29
MED0537,2024-01,135,34
MED0537,2024-02,132,30
MED0537,2024-03,120,30
MED0537,2024-04,150,34
MED0537,2024-05,122,28
MED0537,2024-06,127,35
MED0537,2024-07,130,34
MED0537,2024-08,147,40
MED0537,2024-09,110,27
MED0537,2024-10,112,30
MED0537,2024-11,121,29
MED0537,2024-12,111,29
MED0537,2025-01,128,38
MED0537,2025-02,161,39
MED0537,2025-03,134,38
MED0537,2025-04,135,38
MED0537,2025-05,144,39
MED0537,2025-06,125,29
MED0537,2025-07,149,45
MED0537,2025-08,131,35
MED0537,2025-09,114,28
MED0537,2025-10,124,32
MED0537,2025-11,129,36
MED0537,2025-12,138,41
MED0538,2024-01,118,13
MED0538,2024-02,110,13
MED0538,2024-03,113,15
MED0538,2024-04,93,12
MED0538,2024-05,115,14
MED0538,2024-06,136,15
MED0538,2024-07,101,13
MED0538,2024-08,126,16
MED0538,2024-09,114,14
MED0538,2024-10,95,12
MED0538,2024-11,100,13
MED0538,2024-12,97,12
MED0538,2025-01,110,13
MED0538,2025-02,124,14
MED0538,2025-03,136,18
MED0538,2025-04,121,14
MED0538,2025-05,124,14
MED0538,2025-06,92,10
MED0538,2025-07,125,16
MED0538,2025-08,116,13
MED0538,2025-09,110,16
MED0538,2025-10,101,14
MED0538,2025-11,86,10
MED0538,2025-12,113,14
MED0539,2024-01,86,11
MED0539,2024-02,98,13
MED0539,2024-03,99,13
MED0539,2024-04,110,14
MED0539,2024-05,95,13
MED0539,2024-06,101,13
MED0539,2024-07,102,13
MED0539,2024-08,85,13
MED0539,2024-09,93,12
MED0539,2024-10,86,12
MED0539,2024-11,91,10
MED0539,2024-12,91,13
MED0539,2025-01,90,13
MED0539,2025-02,97,12
MED0539,2025-03,101,14
MED0539,2025-04,104,13
MED0539,2025-05,96,11
MED0539,2025-06,96,12
MED0539,2025-07,92,15
MED0539,2025-08,84,11
MED0539,2025-09,95,14
MED0539,2025-10,93,12
MED0539,2025-11,111,17
MED0539,2025-12,92,14
MED0540,2024-01,1161,305
MED0540,2024-02,1057,271
MED0540,2024-03,1265,274
MED0540,2024-04,1110,267
MED0540,2024-05,1207,287
MED0540,2024-06,1295,344
MED0540,2024-07,1020,271
MED0540,2024-08,1103,276
MED0540,2024-09,1168,290
MED0540,2024-10,1258,309
MED0540,2024-11,1057,237
MED0540,2024-12,1282,296
MED0540,2025-01,1223,268
MED0540,2025-02,1091,248
MED0540,2025-03,1259,341
MED0540,2025-04,1122,278
MED0540,2025-05,1295,267
MED0540,2025-06,1219,339
MED0540,2025-07,1057,307
MED0540,2025-08,1083,272
MED0540,2025-09,1124,281
MED0540,2025-10,1218,291
MED0540,2025-11,1177,239
MED0540,2025-12,1014,241
MED0541,2024-01,164,31
MED0541,2024-02,193,34
MED0541,2024-03,171,36
MED0541,2024-04,177,31
MED0541,2024-05,195,33
MED0541,2024-06,185,32
MED0541,2024-07,165,29
MED0541,2024-08,167,27
MED0541,2024-09,170,26
MED0541,2024-10,162,29
MED0541,2024-11,162,31
MED0541,2024-12,144,24
MED0541,2025-01,174,31
MED0541,2025-02,180,32
MED0541,2025-03,195,36
MED0541,2025-04,173,32
MED0541,2025-05,187,30
MED0541,2025-06,208,36
MED0541,2025-07,204,41
MED0541,2025-08,166,25
MED0541,2025-09,160,29
MED0541,2025-10,170,32
MED0541,2025-11,182,37
MED0541,2025-12,162,28
MED0542,2024-01,177,31
MED0542,2024-02,156,30
MED0542,2024-03,143,26
MED0542,2024-04,175,37
MED0542,2024-05,164,31
MED0542,2024-06,144,30
MED0542,2024-07,146,31
MED0542,2024-08,148,27
MED0542,2024-09,148,32
MED0542,2024-10,140,25
MED0542,2024-11,146,27
MED0542,2024-12,149,28
MED0542,2025-01,140,27
MED0542,2025-02,144,32
MED0542,2025-03,163,30
MED0542,2025-04,175,35
MED0542,2025-05,172,36
MED0542,2025-06,149,30
MED0542,2025-07,134,27
MED0542,2025-08,135,25
MED0542,2025-09,153,28
MED0542,2025-10,134,27
MED0542,2025-11,146,27
MED0542,2025-12,157,31
MED0543,2024-01,658,142
MED0543,2024-02,748,168
MED0543,2024-03,804,139
MED0543,2024-04,732,179
MED0543,2024-05,698,152
MED0543,2024-06,624,127
MED0543,2024-07,739,161
MED0543,2024-08,652,153
MED0543,2024-09,713,184
MED0543,2024-10,688,138
MED0543,2024-11,610,136
MED0543,2024-12,672,164
MED0543,2025-01,696,143
MED0543,2025-02,691,176
MED0543,2025-03,706,167
MED0543,2025-04,720,173
MED0543,2025-05,657,144
MED0543,2025-06,774,170
MED0543,2025-07,703,167
MED0543,2025-08,674,164
MED0543,2025-09,732,200
MED0543,2025-10,622,143
MED0543,2025-11,619,118
MED0543,2025-12,553,120
MED0544,2024-01,475,87
MED0544,2024-02,550,112
MED0544,2024-03,541,108
MED0544,2024-04,561,125
MED0544,2024-05,552,100
MED0544,2024-06,437,93
MED0544,2024-07,514,112
MED0544,2024-08,532,121
MED0544,2024-09,445,92
MED0544,2024-10,511,108
MED0544,2024-11,460,94
MED0544,2024-12,453,93
MED0544,2025-01,487,101
MED0544,2025-02,515,109
MED0544,2025-03,562,107
MED0544,2025-04,606,137
MED0544,2025-05,489,104
MED0544,2025-06,485,104
MED0544,2025-07,494,104
MED0544,2025-08,508,121
MED0544,2025-09,497,122
MED0544,2025-10,533,122
MED0544,2025-11,492,112
MED0544,2025-12,499,114
MED0545,2024-01,173,27
MED0545,2024-02,181,27
MED0545,2024-03,161,25
MED0545,2024-04,175,24
MED0545,2024-05,199,29
MED0545,2024-06,175,27
MED0545,2024-07,151,21
MED0545,2024-08,174,25
MED0545,2024-09,167,22
MED0545,2024-10,156,22
MED0545,2024-11,184,30
MED0545,2024-12,164,26
MED0545,2025-01,157,26
MED0545,2025-02,150,23
MED0545,2025-03,179,25
MED0545,2025-04,202,29
MED0545,2025-05,175,25
MED0545,2025-06,165,23
MED0545,2025-07,195,31
MED0545,2025-08,159,21
MED0545,2025-09,163,24
MED0545,2025-10,155,23
MED0545,2025-11,154,21
MED0545,2025-12,157,27
MED0546,2024-01,157,28
MED0546,2024-02,183,33
MED0546,2024-03,160,25
MED0546,2024-04,147,28
MED0546,2024-05,150,29
MED0546,2024-06,121,21
MED0546,2024-07,134,23
MED0546,2024-08,151,26
MED0546,2024-09,155,26
MED0546,2024-10,117,22
MED0546,2024-11,140,24
MED0546,2024-12,108,21
MED0546,2025-01,151,28
MED0546,2025-02,157,30
MED0546,2025-03,136,21
MED0546,2025-04,169,33
MED0546,2025-05,122,23
MED0546,2025-06,173,29
MED0546,2025-07,129,22
MED0546,2025-08,143,24
MED0546,2025-09,140,23
MED0546,2025-10,133,23
MED0546,2025-11,123,22
MED0546,2025-12,156,26
MED0547,2024-01,430,94
MED0547,2024-02,400,85
MED0547,2024-03,444,94
MED0547,2024-04,492,110
MED0547,2024-05,446,98
MED0547,2024-06,406,94
MED0547,2024-07,399,93
MED0547,2024-08,446,106
MED0547,2024-09,418,87
MED0547,2024-10,438,99
MED0547,2024-11,426,90
MED0547,2024-12,398,66
MED0547,2025-01,493,118
MED0547,2025-02,407,84
MED0547,2025-03,437,100
MED0547,2025-04,459,86
MED0547,2025-05,438,88
MED0547,2025-06,440,104
MED0547,2025-07,488,107
MED0547,2025-08,389,97
MED0547,2025-09,385,87
MED0547,2025-10,384,89
MED0547,2025-11,449,99
MED0547,2025-12,377,76
MED0548,2024-01,164,21
MED0548,2024-02,159,20
MED0548,2024-03,187,21
MED0548,2024-04,191,23
MED0548,2024-05,149,18
MED0548,2024-06,159,15
MED0548,2024-07,216,24
MED0548,2024-08,156,19
MED0548,2024-09,165,18
MED0548,2024-10,141,16
MED0548,2024-11,159,18
MED0548,2024-12,158,21
MED0548,2025-01,169,20
MED0548,2025-02,207,23
MED0548,2025-03,179,18
MED0548,2025-04,204,23
MED0548,2025-05,186,20
MED0548,2025-06,144,17
MED0548,2025-07,177,23
MED0548,2025-08,178,22
MED0548,2025-09,150,19
MED0548,2025-10,161,18
MED0548,2025-11,167,18
MED0548,2025-12,174,21
MED0549,2024-01,535,124
MED0549,2024-02,484,123
MED0549,2024-03,598,159
MED0549,2024-04,451,111
MED0549,2024-05,489,118
MED0549,2024-06,481,143
MED0549,2024-07,426,109
MED0549,2024-08,520,143
MED0549,2024-09,462,114
MED0549,2024-10,423,110
MED0549,2024-11,515,131
MED0549,2024-12,431,124
MED0549,2025-01,470,108
MED0549,2025-02,552,128
MED0549,2025-03,572,122
MED0549,2025-04,465,130
MED0549,2025-05,422,110
MED0549,2025-06,452,99
MED0549,2025-07,469,118
MED0549,2025-08,493,127
MED0549,2025-09,454,121
MED0549,2025-10,502,117
MED0549,2025-11,537,136
MED0549,2025-12,470,123
MED0550,2024-01,178,20
MED0550,2024-02,165,19
MED0550,2024-03,179,21
MED0550,2024-04,132,14
MED0550,2024-05,162,21
MED0550,2024-06,176,22
MED0550,2024-07,139,15
MED0550,2024-08,138,16
MED0550,2024-09,149,19
MED0550,2024-10,170,23
MED0550,2024-11,162,20
MED0550,2024-12,158,19
MED0550,2025-01,168,20
MED0550,2025-02,157,18
MED0550,2025-03,146,16
MED0550,2025-04,185,21
MED0550,2025-05,182,19
MED0550,2025-06,147,18
MED0550,2025-07,172,21
MED0550,2025-08,151,18
MED0550,2025-09,153,14
MED0550,2025-10,131,16
MED0550,2025-11,145,17
MED0550,2025-12,170,21
MED0551,2024-01,538,80
MED0551,2024-02,595,71
MED0551,2024-03,552,74
MED0551,2024-04,568,72
MED0551,2024-05,540,65
MED0551,2024-06,555,75
MED0551,2024-07,687,99
MED0551,2024-08,548,74
MED0551,2024-09,485,61
MED0551,2024-10,413,44
MED0551,2024-11,584,79
MED0551,2024-12,512,66
MED0551,2025-01,589,56
MED0551,2025-02,517,50
MED0551,2025-03,630,74
MED0551,2025-04,625,56
MED0551,2025-05,523,57
MED0551,2025-06,617,68
MED0551,2025-07,603,60
MED0551,2025-08,573,57
MED0551,2025-09,486,56
MED0551,2025-10,612,63
MED0551,2025-11,489,46
MED0551,2025-12,528,58
MED0552,2024-01,110,26
MED0552,2024-02,137,33
MED0552,2024-03,127,29
MED0552,2024-04,119,25
MED0552,2024-05,116,26
MED0552,2024-06,117,28
MED0552,2024-07,117,26
MED0552,2024-08,138,34
MED0552,2024-09,123,31
MED0552,2024-10,120,26
MED0552,2024-11,127,28
MED0552,2024-12,124,29
MED0552,2025-01,134,27
MED0552,2025-02,141,29
MED0552,2025-03,133,25
MED0552,2025-04,126,25
MED0552,2025-05,148,30
MED0552,2025-06,134,27
MED0552,2025-07,103,22
MED0552,2025-08,140,23
MED0552,2025-09,109,20
MED0552,2025-10,112,25
MED0552,2025-11,112,22
MED0552,2025-12,111,21
MED0553,2024-01,473,96
MED0553,2024-02,547,125
MED0553,2024-03,531,109
MED0553,2024-04,535,120
MED0553,2024-05,590,124
MED0553,2024-06,567,122
MED0553,2024-07,451,97
MED0553,2024-08,469,103
MED0553,2024-09,464,120
MED0553,2024-10,418,92
MED0553,2024-11,543,125
MED0553,2024-12,511,106
MED0553,2025-01,653,107
MED0553,2025-02,507,94
MED0553,2025-03,612,105
MED0553,2025-04,601,118
MED0553,2025-05,548,94
MED0553,2025-06,628,118
MED0553,2025-07,564,102
MED0553,2025-08,568,105
MED0553,2025-09,464,81
MED0553,2025-10,391,74
MED0553,2025-11,550,122
MED0553,2025-12,482,91
MED0554,2024-01,129,29
MED0554,2024-02,124,27
MED0554,2024-03,163,38
MED0554,2024-04,137,30
MED0554,2024-05,114,29
MED0554,2024-06,133,33
MED0554,2024-07,135,38
MED0554,2024-08,136,37
MED0554,2024-09,131,32
MED0554,2024-10,136,35
MED0554,2024-11,110,26
MED0554,2024-12,131,30
MED0554,2025-01,136,27
MED0554,2025-02,148,33
MED0554,2025-03,126,25
MED0554,2025-04,161,28
MED0554,2025-05,132,27
MED0554,2025-06,117,24
MED0554,2025-07,118,25
MED0554,2025-08,126,28
MED0554,2025-09,112,25
MED0554,2025-10,140,31
MED0554,2025-11,122,27
MED0554,2025-12,145,23
MED0555,2024-01,1150,231
MED0555,2024-02,1330,280
MED0555,2024-03,1396,312
MED0555,2024-04,1394,240
MED0555,2024-05,1390,271
MED0555,2024-06,1392,269
MED0555,2024-07,1198,281
MED0555,2024-08,1219,273
MED0555,2024-09,1225,269
MED0555,2024-10,1155,243
MED0555,2024-11,1117,235
MED0555,2024-12,1043,191
MED0555,2025-01,1272,263
MED0555,2025-02,1251,245
MED0555,2025-03,1519,316
MED0555,2025-04,1357,285
MED0555,2025-05,1129,225
MED0555,2025-06,1320,272
MED0555,2025-07,1307,269
MED0555,2025-08,1042,209
MED0555,2025-09,1053,198
MED0555,2025-10,1246,270
MED0555,2025-11,1265,284
MED0555,2025-12,851,161
MED0556,2024-01,147,16
MED0556,2024-02,137,17
MED0556,2024-03,141,17
MED0556,2024-04,118,13
MED0556,2024-05,133,14
MED0556,2024-06,149,17
MED0556,2024-07,133,14
MED0556,2024-08,125,12
MED0556,2024-09,114,14
MED0556,2024-10,127,14
MED0556,2024-11,125,13
MED0556,2024-12,112,12
MED0556,2025-01,129,15
MED0556,2025-02,156,17
MED0556,2025-03,135,16
MED0556,2025-04,164,19
MED0556,2025-05,128,14
MED0556,2025-06,140,15
MED0556,2025-07,146,17
MED0556,2025-08,139,15
MED0556,2025-09,120,14
MED0556,2025-10,136,16
MED0556,2025-11,121,14
MED0556,2025-12,132,14
MED0557,2024-01,505,127
MED0557,2024-02,457,117
MED0557,2024-03,484,111
MED0557,2024-04,449,96
MED0557,2024-05,479,102
MED0557,2024-06,455,113
MED0557,2024-07,356,89
MED0557,2024-08,395,100
MED0557,2024-09,393,99
MED0557,2024-10,432,107
MED0557,2024-11,325,95
MED0557,2024-12,420,106
MED0557,2025-01,411,102
MED0557,2025-02,433,89
MED0557,2025-03,522,135
MED0557,2025-04,506,132
MED0557,2025-05,385,86
MED0557,2025-06,423,94
MED0557,2025-07,482,117
MED0557,2025-08,441,113
MED0557,2025-09,486,99
MED0557,2025-10,455,92
MED0557,2025-11,447,103
MED0557,2025-12,384,88
MED0558,2024-01,436,50
MED0558,2024-02,577,63
MED0558,2024-03,559,56
MED0558,2024-04,558,65
MED0558,2024-05,577,57
MED0558,2024-06,587,68
MED0558,2024-07,412,45
MED0558,2024-08,548,50
MED0558,2024-09,533,57
MED0558,2024-10,464,53
MED0558,2024-11,510,55
MED0558,2024-12,487,58
MED0558,2025-01,540,74
MED0558,2025-02,458,52
MED0558,2025-03,463,62
MED0558,2025-04,538,77
MED0558,2025-05,601,74
MED0558,2025-06,605,82
MED0558,2025-07,544,88
MED0558,2025-08,525,70
MED0558,2025-09,433,63
MED0558,2025-10,480,65
MED0558,2025-11,518,70
MED0558,2025-12,477,73
MED0559,2024-01,157,31
MED0559,2024-02,140,30
MED0559,2024-03,158,29
MED0559,2024-04,174,37
MED0559,2024-05,153,28
MED0559,2024-06,166,29
MED0559,2024-07,134,28
MED0559,2024-08,157,32
MED0559,2024-09,164,35
MED0559,2024-10,145,28
MED0559,2024-11,124,27
MED0559,2024-12,114,22
MED0559,2025-01,157,28
MED0559,2025-02,160,30
MED0559,2025-03,158,25
MED0559,2025-04,155,32
MED0559,2025-05,165,31
MED0559,2025-06,160,29
MED0559,2025-07,121,20
MED0559,2025-08,111,17
MED0559,2025-09,121,19
MED0559,2025-10,115,19
MED0559,2025-11,123,21
MED0559,2025-12,137,23
MED0560,2024-01,343,75
MED0560,2024-02,397,86
MED0560,2024-03,350,70
MED0560,2024-04,324,60
MED0560,2024-05,341,62
MED0560,2024-06,383,81
MED0560,2024-07,329,70
MED0560,2024-08,350,69
MED0560,2024-09,337,78
MED0560,2024-10,337,73
MED0560,2024-11,362,74
MED0560,2024-12,325,68
MED0560,2025-01,352,66
MED0560,2025-02,330,68
MED0560,2025-03,413,79
MED0560,2025-04,392,77
MED0560,2025-05,395,75
MED0560,2025-06,393,79
MED0560,2025-07,329,75
MED0560,2025-08,368,82
MED0560,2025-09,365,74
MED0560,2025-10,317,63
MED0560,2025-11,340,67
MED0560,2025-12,349,67
MED0561,2024-01,468,92
MED0561,2024-02,423,80
MED0561,2024-03,411,80
MED0561,2024-04,368,71
MED0561,2024-05,468,93
MED0561,2024-06,439,77
MED0561,2024-07,343,70
MED0561,2024-08,371,72
MED0561,2024-09,364,66
MED0561,2024-10,334,62
MED0561,2024-11,337,74
MED0561,2024-12,395,62
MED0561,2025-01,390,85
MED0561,2025-02,496,94
MED0561,2025-03,403,69
MED0561,2025-04,441,77
MED0561,2025-05,370,76
MED0561,2025-06,403,77
MED0561,2025-07,389,76
MED0561,2025-08,383,89
MED0561,2025-09,327,60
MED0561,2025-10,420,91
MED0561,2025-11,413,85
MED0561,2025-12,366,78
MED0562,2024-01,121,20
MED0562,2024-02,133,22
MED0562,2024-03,149,26
MED0562,2024-04,167,36
MED0562,2024-05,140,23
MED0562,2024-06,141,24
MED0562,2024-07,127,22
MED0562,2024-08,137,21
MED0562,2024-09,120,20
MED0562,2024-10,148,24
MED0562,2024-11,131,23
MED0562,2024-12,125,22
MED0562,2025-01,147,34
MED0562,2025-02,118,27
MED0562,2025-03,127,29
MED0562,2025-04,142,34
MED0562,2025-05,111,25
MED0562,2025-06,131,33
MED0562,2025-07,129,26
MED0562,2025-08,119,26
MED0562,2025-09,103,22
MED0562,2025-10,146,31
MED0562,2025-11,132,28
MED0562,2025-12,125,29
MED0563,2024-01,494,100
MED0563,2024-02,487,95
MED0563,2024-03,534,99
MED0563,2024-04,513,102
MED0563,2024-05,458,89
MED0563,2024-06,512,107
MED0563,2024-07,491,105
MED0563,2024-08,391,70
MED0563,2024-09,388,83
MED0563,2024-10,453,94
MED0563,2024-11,403,76
MED0563,2024-12,407,83
MED0563,2025-01,546,98
MED0563,2025-02,496,86
MED0563,2025-03,493,76
MED0563,2025-04,481,92
MED0563,2025-05,456,78
MED0563,2025-06,488,87
MED0563,2025-07,475,87
MED0563,2025-08,436,78
MED0563,2025-09,473,79
MED0563,2025-10,438,78
MED0563,2025-11,431,81
MED0563,2025-12,505,91
MED0564,2024-01,362,41
MED0564,2024-02,330,43
MED0564,2024-03,361,37
MED0564,2024-04,359,38
MED0564,2024-05,355,39
MED0564,2024-06,349,48
MED0564,2024-07,305,33
MED0564,2024-08,286,30
MED0564,2024-09,327,34
MED0564,2024-10,322,32
MED0564,2024-11,288,29
MED0564,2024-12,313,35
MED0564,2025-01,322,40
MED0564,2025-02,324,36
MED0564,2025-03,370,42
MED0564,2025-04,313,39
MED0564,2025-05,333,41
MED0564,2025-06,327,39
MED0564,2025-07,340,40
MED0564,2025-08,295,32
MED0564,2025-09,302,38
MED0564,2025-10,269,32
MED0564,2025-11,284,31
MED0564,2025-12,303,38
MED0565,2024-01,129,17
MED0565,2024-02,107,15
MED0565,2024-03,120,19
MED0565,2024-04,123,17
MED0565,2024-05,147,22
MED0565,2024-06,118,17
MED0565,2024-07,138,20
MED0565,2024-08,123,17
MED0565,2024-09,108,14
MED0565,2024-10,116,16
MED0565,2024-11,132,17
MED0565,2024-12,132,19
MED0565,2025-01,127,17
MED0565,2025-02,136,18
MED0565,2025-03,134,19
MED0565,2025-04,141,21
MED0565,2025-05,134,20
MED0565,2025-06,137,18
MED0565,2025-07,127,19
MED0565,2025-08,114,16
MED0565,2025-09,113,16
MED0565,2025-10,115,15
MED0565,2025-11,106,13
MED0565,2025-12,123,18
MED0566,2024-01,396,83
MED0566,2024-02,358,74
MED0566,2024-03,370,68
MED0566,2024-04,383,72
MED0566,2024-05,426,83
MED0566,2024-06,409,84
MED0566,2024-07,416,89
MED0566,2024-08,368,82
MED0566,2024-09,381,69
MED0566,2024-10,350,63
MED0566,2024-11,364,69
MED0566,2024-12,327,73
MED0566,2025-01,398,75
MED0566,2025-02,401,76
MED0566,2025-03,400,62
MED0566,2025-04,351,60
MED0566,2025-05,406,70
MED0566,2025-06,405,64
MED0566,2025-07,403,72
MED0566,2025-08,414,84
MED0566,2025-09,343,66
MED0566,2025-10,362,62
MED0566,2025-11,360,58
MED0566,2025-12,392,75
MED0567,2024-01,531,72
MED0567,2024-02,511,79
MED0567,2024-03,513,73
MED0567,2024-04,561,83
MED0567,2024-05,583,76
MED0567,2024-06,560,79
MED0567,2024-07,548,83
MED0567,2024-08,412,58
MED0567,2024-09,522,86
MED0567,2024-10,495,77
MED0567,2024-11,418,59
MED0567,2024-12,540,76
MED0567,2025-01,475,67
MED0567,2025-02,489,76
MED0567,2025-03,510,63
MED0567,2025-04,610,84
MED0567,2025-05,600,80
MED0567,2025-06,566,70
MED0567,2025-07,444,67
MED0567,2025-08,522,66
MED0567,2025-09,467,72
MED0567,2025-10,498,76
MED0567,2025-11,516,67
MED0567,2025-12,560,83
MED0568,2024-01,135,31
MED0568,2024-02,130,36
MED0568,2024-03,141,35
MED0568,2024-04,137,35
MED0568,2024-05,142,33
MED0568,2024-06,137,33
MED0568,2024-07,129,36
MED0568,2024-08,133,33
MED0568,2024-09,133,29
MED0568,2024-10,143,33
MED0568,2024-11,117,31
MED0568,2024-12,165,44
MED0568,2025-01,152,36
MED0568,2025-02,143,35
MED0568,2025-03,198,48
MED0568,2025-04,157,45
MED0568,2025-05,159,39
MED0568,2025-06,154,39
MED0568,2025-07,151,42
MED0568,2025-08,171,46
MED0568,2025-09,128,30
MED0568,2025-10,156,44
MED0568,2025-11,157,41
MED0568,2025-12,155,39
MED0569,2024-01,172,24
MED0569,2024-02,200,27
MED0569,2024-03,221,28
MED0569,2024-04,207,29
MED0569,2024-05,179,26
MED0569,2024-06,217,25
MED0569,2024-07,168,26
MED0569,2024-08,197,24
MED0569,2024-09,199,24
MED0569,2024-10,192,28
MED0569,2024-11,158,18
MED0569,2024-12,198,25
MED0569,2025-01,201,24
MED0569,2025-02,215,29
MED0569,2025-03,221,30
MED0569,2025-04,199,25
MED0569,2025-05,242,34
MED0569,2025-06,221,28
MED0569,2025-07,190,25
MED0569,2025-08,221,32
MED0569,2025-09,184,25
MED0569,2025-10,185,24
MED0569,2025-11,158,23
MED0569,2025-12,211,28
MED0570,2024-01,120,18
MED0570,2024-02,108,16
MED0570,2024-03,106,16
MED0570,2024-04,132,19
MED0570,2024-05,109,16
MED0570,2024-06,118,19
MED0570,2024-07,116,16
MED0570,2024-08,116,16
MED0570,2024-09,124,18
MED0570,2024-10,105,16
MED0570,2024-11,109,17
